"","date","Count","word"
"534",2020-08-21 19:14:18,4,"goal"
"535",2020-08-21 19:14:19,1,"goal"
"536",2020-08-21 19:14:21,3,"goal"
"537",2020-08-21 19:14:22,5,"goal"
"538",2020-08-21 19:14:23,4,"goal"
"539",2020-08-21 19:14:24,2,"goal"
"540",2020-08-21 19:14:25,2,"goal"
"541",2020-08-21 19:14:26,2,"goal"
"542",2020-08-21 19:14:27,1,"goal"
"543",2020-08-21 19:14:28,2,"goal"
"544",2020-08-21 19:14:29,2,"goal"
"545",2020-08-21 19:14:31,1,"goal"
"546",2020-08-21 19:14:32,3,"goal"
"547",2020-08-21 19:14:33,1,"goal"
"548",2020-08-21 19:14:35,3,"goal"
"549",2020-08-21 19:14:36,2,"goal"
"550",2020-08-21 19:14:37,2,"goal"
"551",2020-08-21 19:14:40,2,"goal"
"552",2020-08-21 19:14:42,4,"goal"
"553",2020-08-21 19:14:43,2,"goal"
"554",2020-08-21 19:14:44,2,"goal"
"555",2020-08-21 19:14:45,2,"goal"
"556",2020-08-21 19:14:46,1,"goal"
"557",2020-08-21 19:14:47,5,"goal"
"558",2020-08-21 19:14:48,2,"goal"
"559",2020-08-21 19:14:51,1,"goal"
"560",2020-08-21 19:14:52,2,"goal"
"561",2020-08-21 19:14:53,1,"goal"
"562",2020-08-21 19:14:54,1,"goal"
"563",2020-08-21 19:14:55,1,"goal"
"564",2020-08-21 19:14:56,2,"goal"
"565",2020-08-21 19:14:57,1,"goal"
"566",2020-08-21 19:14:58,1,"goal"
"567",2020-08-21 19:14:59,2,"goal"
"568",2020-08-21 19:15:00,1,"goal"
"569",2020-08-21 19:15:01,1,"goal"
"570",2020-08-21 19:15:04,2,"goal"
"571",2020-08-21 19:15:05,3,"goal"
"572",2020-08-21 19:15:06,2,"goal"
"573",2020-08-21 19:15:07,2,"goal"
"574",2020-08-21 19:15:08,2,"goal"
"575",2020-08-21 19:15:10,1,"goal"
"576",2020-08-21 19:15:11,2,"goal"
"577",2020-08-21 19:15:12,1,"goal"
"578",2020-08-21 19:15:14,1,"goal"
"579",2020-08-21 19:15:15,1,"goal"
"580",2020-08-21 19:15:16,1,"goal"
"581",2020-08-21 19:15:19,2,"goal"
"582",2020-08-21 19:15:20,1,"goal"
"583",2020-08-21 19:15:22,1,"goal"
"584",2020-08-21 19:15:28,1,"goal"
"585",2020-08-21 19:15:31,1,"goal"
"586",2020-08-21 19:15:35,2,"goal"
"587",2020-08-21 19:15:36,1,"goal"
"588",2020-08-21 19:15:37,2,"goal"
"589",2020-08-21 19:15:38,1,"goal"
"590",2020-08-21 19:15:39,3,"goal"
"591",2020-08-21 19:15:44,1,"goal"
"592",2020-08-21 19:15:45,1,"goal"
"593",2020-08-21 19:15:48,1,"goal"
"594",2020-08-21 19:15:49,1,"goal"
"595",2020-08-21 19:15:51,1,"goal"
"596",2020-08-21 19:15:54,3,"goal"
"597",2020-08-21 19:15:56,2,"goal"
"598",2020-08-21 19:15:57,2,"goal"
"599",2020-08-21 19:15:58,1,"goal"
"600",2020-08-21 19:15:59,1,"goal"
"601",2020-08-21 19:16:01,1,"goal"
"602",2020-08-21 19:16:05,2,"goal"
"603",2020-08-21 19:16:07,3,"goal"
"604",2020-08-21 19:16:09,3,"goal"
"605",2020-08-21 19:16:10,1,"goal"
